o_node,d_node,origin,destination,travel_time,iteration
1562-0-4-13,1607-0-99-99,1562,1607,48.0,0
1436-0-4-13,1081-0-99-99,1436,1081,133.0,0
1506-0-4-13,1002-0-99-99,1506,1002,95.0,1
1126-0-4-13,1006-0-99-99,1126,1006,126.0,1
1243-0-4-13,1021-0-99-99,1243,1021,74.0,1
1382-0-4-13,1021-0-99-99,1382,1021,95.0,1
1571-0-4-13,1021-0-99-99,1571,1021,144.0,1
1232-0-4-13,1022-0-99-99,1232,1022,78.0,1
1175-0-4-13,1023-0-99-99,1175,1023,76.0,1
1018-0-4-13,1034-0-99-99,1018,1034,28.0,1
1518-0-4-13,1034-0-99-99,1518,1034,110.0,1
1590-0-4-13,1034-0-99-99,1590,1034,110.0,1
1250-0-4-13,1035-0-99-99,1250,1035,67.0,1
1214-0-4-13,1036-0-99-99,1214,1036,126.0,1
1219-0-4-13,1036-0-99-99,1219,1036,103.0,1
1574-0-4-13,1036-0-99-99,1574,1036,189.0,1
1591-0-4-13,1036-0-99-99,1591,1036,143.0,1
1131-0-4-13,1037-0-99-99,1131,1037,114.0,1
1238-0-4-13,1037-0-99-99,1238,1037,96.0,1
1285-0-4-13,1037-0-99-99,1285,1037,39.0,1
1406-0-4-13,1037-0-99-99,1406,1037,133.0,1
1131-0-4-13,1038-0-99-99,1131,1038,107.0,1
1389-0-4-13,1038-0-99-99,1389,1038,132.0,1
1422-0-4-13,1038-0-99-99,1422,1038,76.0,1
1559-0-4-13,1038-0-99-99,1559,1038,90.0,1
1076-0-4-13,1042-0-99-99,1076,1042,45.0,1
1245-0-4-13,1042-0-99-99,1245,1042,77.0,1
1090-0-4-13,1043-0-99-99,1090,1043,53.0,1
1427-0-4-13,1043-0-99-99,1427,1043,91.0,1
1250-0-4-13,1045-0-99-99,1250,1045,46.0,1
1214-0-4-13,1046-0-99-99,1214,1046,93.0,1
1411-0-4-13,1046-0-99-99,1411,1046,124.0,1
1313-0-4-13,1047-0-99-99,1313,1047,91.0,1
1520-0-4-13,1047-0-99-99,1520,1047,77.0,1
1574-0-4-13,1049-0-99-99,1574,1049,185.0,1
1252-0-4-13,1050-0-99-99,1252,1050,58.0,1
1522-0-4-13,1050-0-99-99,1522,1050,88.0,1
1280-0-4-13,1051-0-99-99,1280,1051,50.0,1
1328-0-4-13,1051-0-99-99,1328,1051,103.0,1
1266-0-4-13,1052-0-99-99,1266,1052,39.0,1
1447-0-4-13,1052-0-99-99,1447,1052,143.0,1
1464-0-4-13,1052-0-99-99,1464,1052,138.0,1
1495-0-4-13,1052-0-99-99,1495,1052,146.0,1
1538-0-4-13,1052-0-99-99,1538,1052,65.0,1
1591-0-4-13,1055-0-99-99,1591,1055,147.0,1
1425-0-4-13,1056-0-99-99,1425,1056,124.0,1
1444-0-4-13,1056-0-99-99,1444,1056,133.0,1
1619-0-4-13,1056-0-99-99,1619,1056,129.0,1
1200-0-4-13,1057-0-99-99,1200,1057,39.0,1
1277-0-4-13,1057-0-99-99,1277,1057,41.0,1
1539-0-4-13,1057-0-99-99,1539,1057,73.0,1
1601-0-4-13,1057-0-99-99,1601,1057,144.0,1
1122-0-4-13,1058-0-99-99,1122,1058,77.0,1
1270-0-4-13,1058-0-99-99,1270,1058,43.0,1
1450-0-4-13,1058-0-99-99,1450,1058,132.0,1
1411-0-4-13,1059-0-99-99,1411,1059,133.0,1
1090-0-4-13,1060-0-99-99,1090,1060,42.0,1
1484-0-4-13,1062-0-99-99,1484,1062,130.0,1
1544-0-4-13,1063-0-99-99,1544,1063,117.0,1
1621-0-4-13,1063-0-99-99,1621,1063,151.0,1
1110-0-4-13,1065-0-99-99,1110,1065,38.0,1
1122-0-4-13,1065-0-99-99,1122,1065,68.0,1
1202-0-4-13,1065-0-99-99,1202,1065,39.0,1
1424-0-4-13,1065-0-99-99,1424,1065,106.0,1
1572-0-4-13,1065-0-99-99,1572,1065,198.0,1
1122-0-4-13,1066-0-99-99,1122,1066,68.0,1
1263-0-4-13,1067-0-99-99,1263,1067,59.0,1
1120-0-4-13,1068-0-99-99,1120,1068,53.0,1
1330-0-4-13,1068-0-99-99,1330,1068,105.0,1
1602-0-4-13,1068-0-99-99,1602,1068,147.0,1
1606-0-4-13,1068-0-99-99,1606,1068,147.0,1
1483-0-4-13,1070-0-99-99,1483,1070,80.0,1
1510-0-4-13,1076-0-99-99,1510,1076,104.0,1
1600-0-4-13,1076-0-99-99,1600,1076,148.0,1
1039-0-4-13,1078-0-99-99,1039,1078,42.0,1
1524-0-4-13,1078-0-99-99,1524,1078,124.0,1
1562-0-4-13,1078-0-99-99,1562,1078,142.0,1
1365-0-4-13,1080-0-99-99,1365,1080,124.0,1
1143-0-4-13,1085-0-99-99,1143,1085,82.0,1
1513-0-4-13,1090-0-99-99,1513,1090,119.0,1
1132-0-4-13,1104-0-99-99,1132,1104,68.0,1
1389-0-4-13,1113-0-99-99,1389,1113,120.0,1
1286-0-4-13,1114-0-99-99,1286,1114,66.0,1
1022-0-4-13,1116-0-99-99,1022,1116,51.0,1
1400-0-4-13,1118-0-99-99,1400,1118,125.0,1
1116-0-4-13,1124-0-99-99,1116,1124,34.0,1
1412-0-4-13,1139-0-99-99,1412,1139,58.0,1
1524-0-4-13,1141-0-99-99,1524,1141,134.0,1
1046-0-4-13,1142-0-99-99,1046,1142,95.0,1
1130-0-4-13,1145-0-99-99,1130,1145,35.0,1
1153-0-4-13,1146-0-99-99,1153,1146,42.0,1
1382-0-4-13,1150-0-99-99,1382,1150,110.0,1
1133-0-4-13,1156-0-99-99,1133,1156,48.0,1
1572-0-4-13,1157-0-99-99,1572,1157,213.0,1
1544-0-4-13,1160-0-99-99,1544,1160,113.0,1
1176-0-4-13,1168-0-99-99,1176,1168,47.0,1
1212-0-4-13,1170-0-99-99,1212,1170,106.0,1
1588-0-4-13,1180-0-99-99,1588,1180,149.0,1
1595-0-4-13,1187-0-99-99,1595,1187,143.0,1
1186-0-4-13,1202-0-99-99,1186,1202,30.0,1
1223-0-4-13,1203-0-99-99,1223,1203,96.0,1
1139-0-4-13,1211-0-99-99,1139,1211,82.0,1
1166-0-4-13,1218-0-99-99,1166,1218,67.0,1
1523-0-4-13,1218-0-99-99,1523,1218,81.0,1
1554-0-4-13,1218-0-99-99,1554,1218,81.0,1
1620-0-4-13,1220-0-99-99,1620,1220,107.0,1
1197-0-4-13,1227-0-99-99,1197,1227,34.0,1
1233-0-4-13,1227-0-99-99,1233,1227,139.0,1
1560-0-4-13,1243-0-99-99,1560,1243,48.0,1
1575-0-4-13,1243-0-99-99,1575,1243,175.0,1
1224-0-4-13,1247-0-99-99,1224,1247,64.0,1
1251-0-4-13,1247-0-99-99,1251,1247,54.0,1
1524-0-4-13,1253-0-99-99,1524,1253,77.0,1
1383-0-4-13,1260-0-99-99,1383,1260,152.0,1
1110-0-4-13,1272-0-99-99,1110,1272,69.0,1
1250-0-4-13,1275-0-99-99,1250,1275,34.0,1
1144-0-4-13,1277-0-99-99,1144,1277,103.0,1
1347-0-4-13,1285-0-99-99,1347,1285,114.0,1
1431-0-4-13,1285-0-99-99,1431,1285,185.0,1
1544-0-4-13,1298-0-99-99,1544,1298,147.0,1
1131-0-4-13,1299-0-99-99,1131,1299,148.0,1
1271-0-4-13,1307-0-99-99,1271,1307,134.0,1
1290-0-4-13,1307-0-99-99,1290,1307,26.0,1
1353-0-4-13,1307-0-99-99,1353,1307,63.0,1
1458-0-4-13,1313-0-99-99,1458,1313,176.0,1
1124-0-4-13,1317-0-99-99,1124,1317,34.0,1
1326-0-4-13,1317-0-99-99,1326,1317,80.0,1
1133-0-4-13,1331-0-99-99,1133,1331,130.0,1
1177-0-4-13,1355-0-99-99,1177,1355,125.0,1
1110-0-4-13,1356-0-99-99,1110,1356,144.0,1
1039-0-4-13,1357-0-99-99,1039,1357,148.0,1
1385-0-4-13,1358-0-99-99,1385,1358,138.0,1
1021-0-4-13,1361-0-99-99,1021,1361,156.0,1
1062-0-4-13,1371-0-99-99,1062,1371,148.0,1
1173-0-4-13,1378-0-99-99,1173,1378,158.0,1
1232-0-4-13,1378-0-99-99,1232,1378,158.0,1
1342-0-4-13,1378-0-99-99,1342,1378,129.0,1
1351-0-4-13,1379-0-99-99,1351,1379,89.0,1
1021-0-4-13,1386-0-99-99,1021,1386,149.0,1
1249-0-4-13,1388-0-99-99,1249,1388,136.0,1
1396-0-4-13,1388-0-99-99,1396,1388,62.0,1
1538-0-4-13,1388-0-99-99,1538,1388,136.0,1
1445-0-4-13,1391-0-99-99,1445,1391,53.0,1
1265-0-4-13,1393-0-99-99,1265,1393,109.0,1
1531-0-4-13,1393-0-99-99,1531,1393,142.0,1
1173-0-4-13,1394-0-99-99,1173,1394,75.0,1
1401-0-4-13,1395-0-99-99,1401,1395,48.0,1
1140-0-4-13,1402-0-99-99,1140,1402,73.0,1
1173-0-4-13,1402-0-99-99,1173,1402,132.0,1
1400-0-4-13,1402-0-99-99,1400,1402,43.0,1
1415-0-4-13,1402-0-99-99,1415,1402,63.0,1
1423-0-4-13,1411-0-99-99,1423,1411,66.0,1
1407-0-4-13,1415-0-99-99,1407,1415,48.0,1
1606-0-4-13,1415-0-99-99,1606,1415,146.0,1
1381-0-4-13,1421-0-99-99,1381,1421,82.0,1
1041-0-4-13,1423-0-99-99,1041,1423,92.0,1
1062-0-4-13,1442-0-99-99,1062,1442,62.0,1
1482-0-4-13,1472-0-99-99,1482,1472,57.0,1
1538-0-4-13,1476-0-99-99,1538,1476,127.0,1
1583-0-4-13,1481-0-99-99,1583,1481,43.0,1
1524-0-4-13,1486-0-99-99,1524,1486,124.0,1
1531-0-4-13,1490-0-99-99,1531,1490,100.0,1
1366-0-4-13,1492-0-99-99,1366,1492,158.0,1
1579-0-4-13,1492-0-99-99,1579,1492,38.0,1
1513-0-4-13,1503-0-99-99,1513,1503,36.0,1
1021-0-4-13,1519-0-99-99,1021,1519,63.0,1
1495-0-4-13,1529-0-99-99,1495,1529,129.0,1
1428-0-4-13,1530-0-99-99,1428,1530,132.0,1
1443-0-4-13,1530-0-99-99,1443,1530,155.0,1
1577-0-4-13,1536-0-99-99,1577,1536,108.0,1
1569-0-4-13,1543-0-99-99,1569,1543,137.0,1
1182-0-4-13,1544-0-99-99,1182,1544,131.0,1
1021-0-4-13,1545-0-99-99,1021,1545,71.0,1
1515-0-4-13,1561-0-99-99,1515,1561,54.0,1
1245-0-4-13,1582-0-99-99,1245,1582,54.0,1
1154-0-4-13,1599-0-99-99,1154,1599,98.0,1
1562-0-4-13,1607-0-99-99,1562,1607,48.0,1
1436-0-4-13,1081-0-99-99,1436,1081,133.0,1
1506-0-4-13,1002-0-99-99,1506,1002,95.0,2
1126-0-4-13,1006-0-99-99,1126,1006,126.0,2
1243-0-4-13,1021-0-99-99,1243,1021,74.0,2
1382-0-4-13,1021-0-99-99,1382,1021,126.0,2
1571-0-4-13,1021-0-99-99,1571,1021,154.0,2
1232-0-4-13,1022-0-99-99,1232,1022,78.0,2
1175-0-4-13,1023-0-99-99,1175,1023,76.0,2
1018-0-4-13,1034-0-99-99,1018,1034,28.0,2
1518-0-4-13,1034-0-99-99,1518,1034,110.0,2
1590-0-4-13,1034-0-99-99,1590,1034,110.0,2
1250-0-4-13,1035-0-99-99,1250,1035,78.0,2
1214-0-4-13,1036-0-99-99,1214,1036,126.0,2
1219-0-4-13,1036-0-99-99,1219,1036,103.0,2
1574-0-4-13,1036-0-99-99,1574,1036,189.0,2
1591-0-4-13,1036-0-99-99,1591,1036,143.0,2
1131-0-4-13,1037-0-99-99,1131,1037,114.0,2
1238-0-4-13,1037-0-99-99,1238,1037,96.0,2
1285-0-4-13,1037-0-99-99,1285,1037,39.0,2
1406-0-4-13,1037-0-99-99,1406,1037,133.0,2
1131-0-4-13,1038-0-99-99,1131,1038,107.0,2
1389-0-4-13,1038-0-99-99,1389,1038,132.0,2
1422-0-4-13,1038-0-99-99,1422,1038,76.0,2
1559-0-4-13,1038-0-99-99,1559,1038,127.0,2
1076-0-4-13,1042-0-99-99,1076,1042,45.0,2
1245-0-4-13,1042-0-99-99,1245,1042,77.0,2
1090-0-4-13,1043-0-99-99,1090,1043,53.0,2
1427-0-4-13,1043-0-99-99,1427,1043,91.0,2
1250-0-4-13,1045-0-99-99,1250,1045,61.0,2
1214-0-4-13,1046-0-99-99,1214,1046,93.0,2
1411-0-4-13,1046-0-99-99,1411,1046,124.0,2
1313-0-4-13,1047-0-99-99,1313,1047,91.0,2
1520-0-4-13,1047-0-99-99,1520,1047,102.0,2
1574-0-4-13,1049-0-99-99,1574,1049,185.0,2
1252-0-4-13,1050-0-99-99,1252,1050,61.0,2
1522-0-4-13,1050-0-99-99,1522,1050,91.0,2
1280-0-4-13,1051-0-99-99,1280,1051,50.0,2
1328-0-4-13,1051-0-99-99,1328,1051,103.0,2
1266-0-4-13,1052-0-99-99,1266,1052,39.0,2
1447-0-4-13,1052-0-99-99,1447,1052,143.0,2
1464-0-4-13,1052-0-99-99,1464,1052,138.0,2
1495-0-4-13,1052-0-99-99,1495,1052,167.0,2
1538-0-4-13,1052-0-99-99,1538,1052,69.0,2
1591-0-4-13,1055-0-99-99,1591,1055,147.0,2
1425-0-4-13,1056-0-99-99,1425,1056,124.0,2
1444-0-4-13,1056-0-99-99,1444,1056,133.0,2
1619-0-4-13,1056-0-99-99,1619,1056,129.0,2
1200-0-4-13,1057-0-99-99,1200,1057,39.0,2
1277-0-4-13,1057-0-99-99,1277,1057,42.0,2
1539-0-4-13,1057-0-99-99,1539,1057,82.0,2
1601-0-4-13,1057-0-99-99,1601,1057,144.0,2
1122-0-4-13,1058-0-99-99,1122,1058,77.0,2
1270-0-4-13,1058-0-99-99,1270,1058,43.0,2
1450-0-4-13,1058-0-99-99,1450,1058,132.0,2
1411-0-4-13,1059-0-99-99,1411,1059,133.0,2
1090-0-4-13,1060-0-99-99,1090,1060,42.0,2
1484-0-4-13,1062-0-99-99,1484,1062,130.0,2
1544-0-4-13,1063-0-99-99,1544,1063,117.0,2
1621-0-4-13,1063-0-99-99,1621,1063,193.0,2
1110-0-4-13,1065-0-99-99,1110,1065,38.0,2
1122-0-4-13,1065-0-99-99,1122,1065,68.0,2
1202-0-4-13,1065-0-99-99,1202,1065,39.0,2
1424-0-4-13,1065-0-99-99,1424,1065,106.0,2
1572-0-4-13,1065-0-99-99,1572,1065,198.0,2
1122-0-4-13,1066-0-99-99,1122,1066,68.0,2
1263-0-4-13,1067-0-99-99,1263,1067,65.0,2
1120-0-4-13,1068-0-99-99,1120,1068,53.0,2
1330-0-4-13,1068-0-99-99,1330,1068,105.0,2
1602-0-4-13,1068-0-99-99,1602,1068,147.0,2
1606-0-4-13,1068-0-99-99,1606,1068,147.0,2
1483-0-4-13,1070-0-99-99,1483,1070,80.0,2
1510-0-4-13,1076-0-99-99,1510,1076,117.0,2
1600-0-4-13,1076-0-99-99,1600,1076,148.0,2
1039-0-4-13,1078-0-99-99,1039,1078,42.0,2
1524-0-4-13,1078-0-99-99,1524,1078,132.0,2
1562-0-4-13,1078-0-99-99,1562,1078,142.0,2
1365-0-4-13,1080-0-99-99,1365,1080,124.0,2
1143-0-4-13,1085-0-99-99,1143,1085,82.0,2
1513-0-4-13,1090-0-99-99,1513,1090,148.0,2
1132-0-4-13,1104-0-99-99,1132,1104,68.0,2
1389-0-4-13,1113-0-99-99,1389,1113,120.0,2
1286-0-4-13,1114-0-99-99,1286,1114,66.0,2
1022-0-4-13,1116-0-99-99,1022,1116,51.0,2
1400-0-4-13,1118-0-99-99,1400,1118,125.0,2
1116-0-4-13,1124-0-99-99,1116,1124,34.0,2
1412-0-4-13,1139-0-99-99,1412,1139,58.0,2
1524-0-4-13,1141-0-99-99,1524,1141,168.0,2
1046-0-4-13,1142-0-99-99,1046,1142,95.0,2
1130-0-4-13,1145-0-99-99,1130,1145,35.0,2
1153-0-4-13,1146-0-99-99,1153,1146,42.0,2
1382-0-4-13,1150-0-99-99,1382,1150,110.0,2
1133-0-4-13,1156-0-99-99,1133,1156,48.0,2
1572-0-4-13,1157-0-99-99,1572,1157,213.0,2
1544-0-4-13,1160-0-99-99,1544,1160,157.0,2
1176-0-4-13,1168-0-99-99,1176,1168,47.0,2
1212-0-4-13,1170-0-99-99,1212,1170,106.0,2
1588-0-4-13,1180-0-99-99,1588,1180,156.0,2
1595-0-4-13,1187-0-99-99,1595,1187,143.0,2
1186-0-4-13,1202-0-99-99,1186,1202,30.0,2
1223-0-4-13,1203-0-99-99,1223,1203,96.0,2
1139-0-4-13,1211-0-99-99,1139,1211,82.0,2
1166-0-4-13,1218-0-99-99,1166,1218,134.0,2
1523-0-4-13,1218-0-99-99,1523,1218,81.0,2
1554-0-4-13,1218-0-99-99,1554,1218,81.0,2
1620-0-4-13,1220-0-99-99,1620,1220,184.0,2
1197-0-4-13,1227-0-99-99,1197,1227,34.0,2
1233-0-4-13,1227-0-99-99,1233,1227,139.0,2
1560-0-4-13,1243-0-99-99,1560,1243,53.0,2
1575-0-4-13,1243-0-99-99,1575,1243,175.0,2
1224-0-4-13,1247-0-99-99,1224,1247,64.0,2
1251-0-4-13,1247-0-99-99,1251,1247,54.0,2
1524-0-4-13,1253-0-99-99,1524,1253,77.0,2
1383-0-4-13,1260-0-99-99,1383,1260,157.0,2
1110-0-4-13,1272-0-99-99,1110,1272,69.0,2
