trip_headsign,direction_id,route_short_name,shape_id
EAST - 88 SOUTH LEASIDE TOWARDS ST CLAIR STATION,0,88,602788
WEST - 88 SOUTH LEASIDE TOWARDS ST CLAIR STATION,1,88,602792
WEST - 88 SOUTH LEASIDE TOWARDS ST CLAIR STATION,1,88,602790
EAST - 88A SOUTH LEASIDE TOWARDS THORNCLIFFE VIA OVERLEA,0,88,602780
WEST - 88S SOUTH LEASIDE SHORT TURN         ,1,88,602797
NORTH - 89 WESTON TOWARDS ALBION RD,1,89,602801
SOUTH - 89 WESTON TOWARDS KEELE STATION,0,89,602799
NORTH - 90B VAUGHAN TOWARDS EGLINTON,1,90,602812
SOUTH - 90 VAUGHAN TOWARDS BATHURST STATION,0,90,602808
NORTH - 90A VAUGHAN TOWARDS OAKWOOD,1,90,602810
SOUTH - 90 VAUGHAN TOWARDS BATHURST STATION,0,90,602806
NORTH - 91C WOODBINE TOWARDS YORK MILLS,1,91,602822
NORTH - 91C WOODBINE TOWARDS YORK MILLS,1,91,602821
NORTH - 91 WOODBINE TOWARDS WOODBINE STATION,1,91,602825
NORTH - 91C WOODBINE TOWARDS YORK MILLS,1,91,602824
NORTH - 91A WOODBINE TOWARDS PARKVIEW HILLS,1,91,602819
NORTH - 91B WOODBINE TOWARDS LAWRENCE,1,91,602820
NORTH - 91D WOODBINE TOWARDS YORK MILLS VIA RAILSIDE,1,91,602823
SOUTH - 91 WOODBINE TOWARDS WOODBINE STATION,0,91,602813
SOUTH - 91 WOODBINE TOWARDS WOODBINE STATION,0,91,602815
SOUTH - 91 WOODBINE TOWARDS WOODBINE STATION,0,91,602816
SOUTH - 91 WOODBINE TOWARDS WOODBINE STATION,0,91,602814
SOUTH - 91D WOODBINE TOWARDS WOODBINE STATION VIA RAILSIDE,0,91,602817
SOUTH - 92 WOODBINE SOUTH TOWARDS LAKESHORE,0,92,602826
NORTH - 92 WOODBINE SOUTH TOWARDS WOODBINE STATION,1,92,602827
EAST - 94 WELLESLEY TOWARDS CASTLE FRANK STATION,0,94,602828
EAST - 94 WELLESLEY TOWARDS CASTLE FRANK STATION,0,94,602829
WEST - 94A WELLESLEY TOWARDS OSSINGTON STATION,1,94,602830
WEST - 94B WELLESLEY TOWARDS WELLESLEY STATION,1,94,602831
EAST - 95E YORK MILLS EXPRESS TOWARDS U OF T SCARBOROUGH,0,95,602835
EAST - 95A YORK MILLS TOWARDS KINGSTON RD,0,95,602832
EAST - 95C YORK MILLS TOWARDS ELLESMERE STATION,0,95,602834
EAST - 95B YORK MILLS TOWARDS U OF T SCARBOROUGH,0,95,602833
WEST - 95E YORK MILLS EXPRESS TOWARDS YORK MILLS STATION,1,95,602843
WEST - 95 YORK MILLS TOWARDS YORK MILLS STATION,1,95,602840
WEST - 95C YORK MILLS TOWARDS YORK MILLS STATION,1,95,602842
WEST - 95 YORK MILLS TOWARDS YORK MILLS STATION,1,95,602841
EAST - 96 WILSON TOWARDS YORK MILLS STATION,0,96,602849
EAST - 96A WILSON TOWARDS YORK MILLS STATION VIA JOHN GARLAND AND KIPLING ,0,96,602850
EAST - 96 WILSON TOWARDS YORK MILLS STATION,0,96,602855
EAST - 96 WILSON TOWARDS YORK MILLS STATION,0,96,602856
WEST - 96A WILSON TOWARDS CARRIER DR VIA KIPLING AND JOHN GARLAND,1,96,602870
WEST - 96B WILSON TOWARDS HUMBERLINE & ALBION,1,96,602871
WEST - 96A WILSON TOWARDS CARRIER DR VIA KIPLING AND JOHN GARLAND,1,96,602864
WEST - 96B WILSON TOWARDS HUMBERLINE & ALBION,1,96,602865
EAST - 96A WILSON TOWARDS YORK MILLS STATION VIA JOHN GARLAND AND KIPLING ,0,96,602852
NORTH - 97C YONGE TOWARDS STEELES,1,97,602889
SOUTH - 97B YONGE TOWARDS QUEENS QUAY,0,97,602882
NORTH - 97B YONGE TOWARDS YORK MILLS STATION,1,97,602893
NORTH - 97B YONGE TOWARDS YORK MILLS STATION,1,97,602895
NORTH - 97A YONGE TOWARDS YORK MILLS STATION VIA YONGE BLVD,1,97,602885
SOUTH - 97C YONGE TOWARDS LAWRENCE STATION ,0,97,602877
SOUTH - 97B YONGE TOWARDS QUEENS QUAY,0,97,602884
SOUTH - 97 YONGE TOWARDS DAVISVILLE STATION,0,97,602873
WEST - 98B WILLOWDALE-SENLAC TOWARDS SHEPPARD-YONGE STATION VIA WILLOWDALE,1,98,602901
WEST - 98A WILLOWDALE-SENLAC TOWARDS PECKHAM VIA SENLAC,1,98,602900
WEST - 98S WILLOWDALE-SENLAC SHORT TURN,1,98,602903
WEST - 98C WILLOWDALE-SENLAC TOWARDS PECKHAM VIA SHEPPARD-YONGE STATION,1,98,602902
EAST - 98C WILLOWDALE-SENLAC TOWARDS STEELES VIA SHEPPARD-YONGE STATION,0,98,602898
EAST - 98B WILLOWDALE-SENLAC TOWARDS STEELES VIA WILLOWDALE,0,98,602897
EAST - 98A WILLOWDALE-SENLAC TOWARDS SHEPPARD-YONGE STATION VIA SENLAC,0,98,602896
EAST - 98S WILLOWDALE-SENLAC SHORT TURN,0,98,602899
SOUTH - 99 ARROW RD TOWARDS ARROW RD,0,99,602904
NORTH - 99 ARROW RD TOWARDS JANE,1,99,602905
SOUTH - 100A FLEMINGDON PARK TOWARDS BROADVIEW STATION,0,100,600777
SOUTH - 100B FLEMINGDON PARK TOWARDS BROADVIEW STATION VIA LINKWOOD ,0,100,600778
NORTH - 100C FLEMINGDON PARK TOWARDS EGLINTON STATION,1,100,600783
NORTH - 100A FLEMINGDON PARK TOWARDS DON MILLS & WYNFORD,1,100,600781
NORTH - 100B FLEMINGDON PARK TOWARDS DON MILLS & WYNFORD VIA LINKWOOD,1,100,600782
SOUTH - 100A FLEMINGDON PARK TOWARDS BROADVIEW STATION,0,100,600780
SOUTH - 100A FLEMINGDON PARK TOWARDS BROADVIEW STATION,0,100,600779
EAST - 101 DOWNSVIEW PARK TOWARDS DOWNSVIEW STATION,0,101,600784
WEST - 101 DOWNSVIEW PARK TOWARDS DOWNSVIEW PARK,1,101,600785
NORTH - 102A MARKHAM RD TOWARDS PROGRESS / CENTENNIAL COLLEGE,1,102,600794
NORTH - 102C MARKHAM RD TOWARDS STEELES VIA DYNAMIC DR,1,102,600796
NORTH - 102B MARKHAM RD TOWARDS STEELES,1,102,600795
SOUTH - 102C MARKHAM RD TOWARDS WARDEN STATION VIA DYNAMIC DR,0,102,600788
NORTH - 102D MARKHAM RD TOWARDS MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,1,102,600798
SOUTH - 102 MARKHAM RD TOWARDS WARDEN STATION - EXTRA FARE REQUIRED NORTH OF STEELES,0,102,600790
SOUTH - 102 MARKHAM RD TOWARDS WARDEN STATION,0,102,600787
SOUTH - 102 MARKHAM RD TOWARDS WARDEN STATION,0,102,600786
NORTH - 102B MARKHAM RD TOWARDS STEELES,1,102,600803
NORTH - 103 MOUNT PLEASANT NORTH TOWARDS DONCLIFFE,1,103,600808
SOUTH - 103 MOUNT PLEASANT NORTH TOWARDS EGLINTON STATION,0,103,600806
SOUTH - 103 MOUNT PLEASANT NORTH TOWARDS EGLINTON STATION,0,103,600807
NORTH - 104 FAYWOOD TOWARDS DOWNSVIEW STATION,1,104,600810
SOUTH - 104 FAYWOOD TOWARDS WILSON STATION,0,104,600809
NORTH - 105C DUFFERIN NORTH TOWARDS STEELES,1,105,600820
SOUTH - 105D DUFFERIN NORTH TOWARDS WILSON STATION - EXTRA FARE REQUIRED NORTH OF STEELES,0,105,600815
SOUTH - 105 DUFFERIN NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE REQUIRED NORTH OF STEELES ,0,105,600812
SOUTH - 105 DUFFERIN NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE REQUIRED NORTH OF STEELES,0,105,600813
SOUTH - 105 DUFFERIN NORTH TOWARDS DOWNSVIEW STATION,0,105,600814
NORTH - 105A DUFFERIN NORTH TOWARDS RUTHERFORD - EXTRA FARE REQUIRED NORTH OF STEELES,1,105,600822
NORTH - 105A DUFFERIN NORTH TOWARDS RUTHERFORD - EXTRA FARE REQUIRED NORTH OF STEELES,1,105,600821
NORTH - 105B DUFFERIN NORTH TOWARDS MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,1,105,600819
NORTH - 105A DUFFERIN NORTH TOWARDS RUTHERFORD - EXTRA FARE REQUIRED NORTH OF STEELES,1,105,600818
NORTH - 105B DUFFERIN NORTH TOWARDS MAJOR MACKENZIE - EXTRA FARE REQUIRED NORTH OF STEELES,1,105,600826
EAST - 106 YORK UNIVERSITY TOWARDS DOWNSVIEW STATION,0,106,600830
EAST - 106A YORK UNIVERSITY TOWARDS DOWNSVIEW STATION AND WILSON AVE,0,106,600829
WEST - 106 YORK UNIVERSITY TOWARDS YORK UNIVERSITY,1,106,600834
WEST - 106 YORK UNIVERSITY TOWARDS YORK UNIVERSITY,1,106,600833
WEST - 106 YORK UNIVERSITY TOWARDS YORK UNIVERSITY,1,106,600832
EAST - 106 YORK UNIVERSITY TOWARDS DOWNSVIEW STATION,0,106,600827
NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES,1,107,600872
SOUTH - 107C KEELE NORTH TOWARDS DOWNSVIEW STATION VIA YORK UNIVERSITY - EXTRA FARE NORTH OF STEELES,0,107,600843
SOUTH - 107B KEELE NORTH TOWARDS DOWNSVIEW STATION VIA YORK UNIVERSITY AND CHESSWOOD - EXTRA FARE NORTH OF STEELES,0,107,600839
SOUTH - 107C KEELE NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE NORTH OF STEELES,0,107,600852
SOUTH - 107A KEELE NORTH TOWARDS WILSON STATION - EXTRA FARE NORTH OF STEELES,0,107,600836
SOUTH - 107B KEELE NORTH TOWARDS DOWNSVIEW STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,0,107,600837
SOUTH - 107C KEELE NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE NORTH OF STEELES,0,107,600841
NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES ,1,107,600858
NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES ,1,107,600873
NORTH - 107B KEELE NORTH TOWARDS RUTHERFORD GO STATION VIA CHESSWOOD AND YORK UNIVERSITY - EXTRA FARE NORTH OF STEELES,1,107,600856
NORTH - 107C KEELE NORTH TOWARDS TESTON RD VIA YORK UNIVERSITY - EXTRA FARE NORTH OF STEELES,1,107,600862
NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES ,1,107,600863
NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES,1,107,600870
NORTH - 107B KEELE NORTH TOWARDS RUTHERFORD GO STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,1,107,600857
SOUTH - 107C KEELE NORTH TOWARDS DOWNSVIEW STATION - EXTRA FARE NORTH OF STEELES,0,107,600851
NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES,1,107,600860
NORTH - 107B KEELE NORTH TOWARDS RUTHERFORD GO STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,1,107,600854
NORTH - 107B KEELE NORTH TOWARDS RUTHERFORD GO STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,1,107,600853
NORTH - 107C KEELE NORTH TOWARDS TESTON RD - EXTRA FARE NORTH OF STEELES,1,107,600874
SOUTH - 107B KEELE NORTH TOWARDS DOWNSVIEW STATION VIA CHESSWOOD - EXTRA FARE NORTH OF STEELES,0,107,600840
WEST - 108A DOWNSVIEW TOWARDS JANE & DRIFTWOOD VIA GRANDRAVINE,1,108,600883
EAST - 108B DOWNSVIEW TOWARDS DOWNSVIEW STATION,0,108,600879
WEST - 108C DOWNSVIEW TOWARDS JANE & DRIFTWOOD,1,108,600885
WEST - 108C DOWNSVIEW TOWARDS JANE & DRIFTWOOD,1,108,600888
EAST - 108S DOWNSVIEW SHORT TURN,0,108,600882
EAST - 108A DOWNSVIEW TOWARDS DOWNSVIEW STATION VIA GRANDRAVINE,0,108,600878
EAST - 108C DOWNSVIEW TOWARDS WILSON STATION ,0,108,600880
WEST - 108B DOWNSVIEW TOWARDS JANE & DRIFTWOOD,1,108,600884
NORTH - 109B RANEE TOWARDS NEPTUNE VIA MARLEE AND FLEMINGTON,1,109,600897
NORTH - 109C RANEE TOWARDS NEPTUNE VIA MARLEE AND VARNA,1,109,600898
SOUTH - 109C RANEE TOWARDS EGLINTON WEST STATION  VIA VARNA AND MARLEE,0,109,600891
NORTH - 109C RANEE TOWARDS NEPTUNE VIA MARLEE AND VARNA,1,109,600896
NORTH - 109S RANEE SHORT TURN,1,109,600899
SOUTH - 109B RANEE TOWARDS EGLINTON WEST STATION  VIA FLEMINGTON AND MARLEE ,0,109,600890
SOUTH - 109C RANEE TOWARDS EGLINTON WEST STATION  VIA VARNA AND MARLEE    ,0,109,600892
SOUTH - 109S RANEE SHORT TURN TOWARDS LAWRENCE WEST STATION,0,109,600894
NORTH - 109B RANEE TOWARDS NEPTUNE VIA MARLEE AND FLEMINGTON,1,109,600895
SOUTH - 109S RANEE SHORT TURN TOWARDS LAWRENCE WEST STATION ,0,109,600889
SOUTH - 110C ISLINGTON SOUTH TOWARDS LAKE SHORE,0,110,600914
SOUTH - 110C ISLINGTON SOUTH TOWARDS LAKE SHORE,0,110,600912
SOUTH - 110A ISLINGTON SOUTH TOWARDS LONG BRANCH VIA HORNER AND BROWNS LINE,0,110,600910
SOUTH - 110B ISLINGTON SOUTH TOWARDS LONG BRANCH VIA HORNER AND 30TH STREET,0,110,600911
SOUTH - 110C ISLINGTON SOUTH TOWARDS LAKE SHORE,0,110,600913
NORTH - 110A ISLINGTON SOUTH TOWARDS ISLINGTON STATION VIA BROWNS LINE AND HORNER,1,110,600915
NORTH - 110C ISLINGTON SOUTH TOWARDS ISLINGTON STATION,1,110,600917
NORTH - 110B ISLINGTON SOUTH TOWARDS ISLINGTON STATION VIA 30TH STREET AND HORNER ,1,110,600916
NORTH - 110C ISLINGTON SOUTH TOWARDS ISLINGTON STATION,1,110,600918
NORTH - 111 EAST MALL TOWARDS EGLINTON,1,111,600921
SOUTH - 111 EAST MALL TOWARDS KIPLING STATION,0,111,600919
NORTH - 111 EAST MALL TOWARDS EGLINTON,1,111,600922
NORTH - 112 WEST MALL TOWARDS KIPLING STATION,1,112,600930
SOUTH - 112 WEST MALL TOWARDS KIPLING STATION,0,112,600926
NORTH - 112C WEST MALL TOWARDS DISCO RD,1,112,600935
NORTH - 112B WEST MALL TOWARDS EGLINTON AND SKYMARK ,1,112,600932
NORTH - 112C WEST MALL TOWARDS DISCO RD,1,112,600934
NORTH - 112C WEST MALL TOWARDS DISCO RD ,1,112,600936
SOUTH - 112 WEST MALL TOWARDS KIPLING STATION,0,112,600925
SOUTH - 112 WEST MALL TOWARDS KIPLING STATION,0,112,600924
NORTH - 112B WEST MALL TOWARDS EGLINTON AND SKYMARK ,1,112,600933
EAST - 113 DANFORTH ROAD TOWARDS KENNEDY STATION,0,113,600937
WEST - 113 DANFORTH ROAD TOWARDS MAIN STREET STATION,1,113,600938
EAST - 115 SILVER HILLS TOWARDS LESLIE,0,115,600939
WEST - 115 SILVER HILLS TOWARDS YORK MILLS STATION ,1,115,600940
WEST - 116 MORNINGSIDE TOWARDS KENNEDY/EGLINTON,1,116,600956
WEST - 116 MORNINGSIDE TOWARDS KENNEDY STATION ,1,116,600953
WEST - 116 MORNINGSIDE TOWARDS KENNEDY STATION ,1,116,600955
EAST - 116A MORNINGSIDE TOWARDS CONLINS RD VIA ELLESMERE,0,116,600946
EAST - 116A MORNINGSIDE TOWARDS CONLINS RD VIA ELLESMERE,0,116,600942
EAST - 116C MORNINGSIDE TOWARDS FINCH,0,116,600948
EAST - 116C MORNINGSIDE TOWARDS FINCH,0,116,600950
EAST - 116C MORNINGSIDE TOWARDS FINCH,0,116,600944
NORTH - 117 ALNESS TOWARDS STEELES VIA DUFFERIN,1,117,600967
NORTH - 117A ALNESS TOWARDS STEELES VIA MARTIN ROSS AND ALNESS,1,117,600965
NORTH - 117B ALNESS TOWARDS STEELES VIA FLINT RD AND ALNESS,1,117,600966
NORTH - 117B ALNESS TOWARDS STEELES VIA FLINT RD AND ALNESS,1,117,600968
NORTH - 117B ALNESS TOWARDS STEELES VIA FLINT RD AND ALNESS,1,117,600969
SOUTH - 117 ALNESS TOWARDS DOWNSVIEW STATION ,0,117,600961
SOUTH - 117C ALNESS TOWARDS DOWNVIEW STATION AND WILSON AVE,0,117,600964
SOUTH - 117 ALNESS TOWARDS WILSON ,0,117,600962
SOUTH - 117 ALNESS TOWARDS DOWNVIEW STATION ,0,117,600963
WEST - 118 THISTLE DOWN TOWARDS THISTLE DOWN VIA TANDRIDGE,1,118,600973
EAST - 118 THISTLE DOWN TOWARDS WILSON STATION VIA TANDRIDGE,0,118,600970
EAST - 118 THISTLE DOWN TOWARDS WILSON STATION,0,118,600971
WEST - 118 THISTLE DOWN TOWARDS THISTLE DOWN,1,118,600972
WEST - 119 TORBARRIE TOWARDS TORBARRIE AND CLAYSON,1,119,600977
EAST - 119 TORBARRIE TOWARDS WILSON STN,0,119,600975
WEST - 119 TORBARRIE TOWARDS TORBARRIE AND CLAYSON,1,119,600976
EAST - 119 TORBARRIE TOWARDS WILSON STN,0,119,600974
EAST - 120S CALVINGTON SHORT TURN,0,120,600999
EAST - 120 CALVINGTON TOWARDS WILSON STATION VIA DE HAVILLAND,0,120,600998
EAST - 120 CALVINGTON TOWARDS WILSON STATION VIA DE HAVILLAND,0,120,600997
WEST - 120 CALVINGTON TOWARDS SHEPPARD/JANE VIA DE HAVILLAND,1,120,601000
EAST - 121C FORT YORK-ESPLANADE TOWARDS CHERRY BEACH VIA UNION STN AND DISTILLERY,0,121,606109
WEST - 121A FORT YORK-ESPLANADE TOWARDS FORT YORK VIA DISTILLERY AND UNION STN,1,121,606110
EAST - 122 GRAYDON HALL TOWARDS ROYWOOD VIA LESMILL,0,122,601004
WEST - 122 GRAYDON HALL TOWARDS YORK MILLS STATION ,1,122,601007
WEST - 122 GRAYDON HALL TOWARDS YORK MILLS STATION ,1,122,601008
EAST - 122 GRAYDON HALL TOWARDS YORK MILLS STATION ,0,122,601006
EAST - 122 GRAYDON HALL TOWARDS ROYWOOD VIA LESMILL,0,122,601005
WEST - 122 GRAYDON HALL TOWARDS YORK MILLS STATION ,1,122,601009
SOUTH - 123 SHORNCLIFFE TOWARDS LONG BRANCH,0,123,601015
SOUTH - 123D SHORNCLIFFE TOWARDS SHERWAY VIA EAST MALL,0,123,601013
SOUTH - 123C SHORNCLIFFE TOWARDS LONG BRANCH VIA NORTH QUEEN AND SHERWAY,0,123,601012
SOUTH - 123B SHORNCLIFFE TOWARDS LONG BRANCH VIA EAST MALL AND SHERWAY,0,123,601011
NORTH - 123C SHORNCLIFFE TOWARDS KIPLING STATION VIA NORTH QUEEN ,1,123,601018
NORTH - 123D SHORNCLIFFE TOWARDS KIPLING STATION VIA EAST MALL,1,123,601019
NORTH - 123 SHORNCLIFFE TOWARDS KIPLING STATION VIA EAST MALL ,1,123,601020
NORTH - 123B SHORNCLIFFE TOWARDS KIPLING STATION VIA SHERWAY AND EAST MALL,1,123,601017
EAST - 124 SUNNYBROOK TOWARDS SUNNYBROOK HOSPITAL ,0,124,601021
WEST - 124 SUNNYBROOK TOWARDS LAWRENCE STATION,1,124,601022
WEST - 124 SUNNYBROOK TOWARDS LAWRENCE STATION,1,124,601023
WEST - 125 DREWRY TOWARDS BATHURST (TORRESDALE) ,1,125,601027
WEST - 125 DREWRY TOWARDS BATHURST (TORRESDALE) ,1,125,601026
EAST - 125 DREWRY TOWARDS FINCH STATION,0,125,601024
EAST - 125S DREWRY SHORT TURN BATHURST,0,125,601025
NORTH - 126 CHRISTIE TOWARDS ST CLAIR WEST STATION,1,126,601029
SOUTH - 126 CHRISTIE TOWARDS CHRISTIE STATION,0,126,601028
EAST - 127 DAVENPORT TOWARDS SPADINA STATION,0,127,601030
WEST - 127 DAVENPORT TOWARDS ST CLAIR & OLD WESTON RD,1,127,601031
NORTH - 129B MCCOWAN NORTH TOWARDS STEELES,1,129,601035
NORTH - 129A MCCOWAN NORTH TOWARDS MAJOR MACKENZIE EXTRA FARE REQUIRED NORTH OF STEELES ,1,129,601034
SOUTH - 129 MCCOWAN NORTH TOWARDS SCARBOROUGH CENTRE  EXTRA FARE REQUIRED NORTH OF STEELES ,0,129,601032
SOUTH - 129 MCCOWAN NORTH TOWARDS SCARBOROUGH CENTRE,0,129,601033
NORTH - 129B MCCOWAN NORTH TOWARDS STEELES,1,129,601036
SOUTH - 130A MIDDLEFIELD TOWARDS SCARBOROUGH CENTRE,0,130,601037
SOUTH - 130B MIDDLEFIELD TOWARDS SCARBOROUGH CENTRE VIA MAYBROOK,0,130,601038
NORTH - 130B MIDDLEFIELD TOWARDS STEELES VIA MAYBROOK,1,130,601040
NORTH - 130A MIDDLEFIELD TOWARDS STEELES,1,130,601039
EAST - 131E NUGGET EXPRESS TOWARDS OLD FINCH/MORNINGVIEW VIA SCARBOROUGH CENTRE,1,131,601050
EAST - 131A NUGGET TOWARDS OLD FINCH/MORNINGVIEW,1,131,601052
EAST - 131A NUGGET TOWARDS OLD FINCH/MORNINGVIEW,1,131,601048
EAST - 131E NUGGET EXPRESS TOWARDS OLD FINCH/MORNINGVIEW VIA SCARBOROUGH CENTRE,1,131,601049
EAST - 131A NUGGET TOWARDS OLD FINCH/MORNINGVIEW,1,131,601047
EAST - 131A NUGGET TOWARDS OLD FINCH/MORNINGVIEW,1,131,601051
WEST - 131A NUGGET TOWARDS SCARBOROUGH CENTRE,0,131,601042
WEST - 131A NUGGET TOWARDS SCARBOROUGH CENTRE,0,131,601041
WEST - 131E NUGGET EXPRESS TOWARDS SCARBOROUGH CENTRE AND KENNEDY STATION,0,131,601043
WEST - 131S NUGGET SHORT TURN,0,131,601046
WEST - 131E NUGGET EXPRESS TOWARDS SCARBOROUGH CENTRE AND KENNEDY STATION,0,131,601044
WEST - 131S NUGGETSHORT TURN,0,131,601045
WEST - 132 MILNER TOWARDS SCARBOROUGH CENTRE,0,132,601053
WEST - 132 MILNER TOWARDS MCLEVIN & HUPFIELD,0,132,601054
EAST - 132 MILNER TOWARDS SCARBOROUGH CENTRE,1,132,601056
EAST - 132 MILNER TOWARDS MCLEVIN & HUPFIELD,1,132,601055
SOUTH - 133 NEILSON TOWARDS SCARBOROUGH CENTRE VIA CENTENARY,0,133,601057
SOUTH - 133 NEILSON TOWARDS SCARBOROUGH CENTRE VIA CENTENARY,0,133,601059
NORTH - 133 NEILSON TOWARDS MORNINGSIDE HEIGHTS VIA CENTENARY ,1,133,601061
NORTH - 133 NEILSON TOWARDS MORNINGSIDE HEIGHTS VIA CENTENARY ,1,133,601060
NORTH - 133 NEILSON TOWARDS MORNINGSIDE HEIGHTS,1,133,601062
SOUTH - 133 NEILSON TOWARDS SCARBOROUGH CENTRE,0,133,601058
NORTH - 134B PROGRESS TOWARDS MCNICOLL VIA TAPSCOTT,1,134,601070
NORTH - 134A PROGRESS TOWARDS FINCH VIA TAPSCOTT,1,134,601069
NORTH - 134A PROGRESS TOWARDS FINCH VIA TAPSCOTT,1,134,601068
NORTH - 134C PROGRESS TOWARDS CENTENNIAL COLLEGE,1,134,601071
NORTH - 134B PROGRESS TOWARDS MCNICOLL VIA TAPSCOTT,1,134,601073
SOUTH - 134 PROGRESS TOWARDS SCARBOROUGH CENTRE,0,134,601065
SOUTH - 134 PROGRESS TOWARDS SCARBOROUGH CENTRE,0,134,601067
SOUTH - 134 PROGRESS TOWARDS SCARBOROUGH CENTRE,0,134,601064
SOUTH - 134 PROGRESS TOWARDS SCARBOROUGH CENTRE,0,134,601066
EAST - 135 GERRARD TOWARDS WARDEN STATION,0,135,601074
WEST - 135 GERRARD TOWARDS MAIN STREET STATION,1,135,601075
NORTH - 141 MT PLEASANT EXPRESS TOWARDS EGLINTON - EXTRA FARE REQUIRED,1,141,601081
NORTH - 141 MT PLEASANT EXPRESS TOWARDS EGLINTON - EXTRA FARE REQUIRED,1,141,601082
SOUTH - 141 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,141,601080
SOUTH - 141 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,141,601079
NORTH - 141 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,1,141,601083
SOUTH - 142 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,142,601084
SOUTH - 142 AVENUE RD EXPRESS TOWARDS HIGHWAY 401 - EXTRA FARE REQUIRED,0,142,601085
NORTH - 142 AVENUE RD EXPRESS TOWARDS HIGHWAY 401 - EXTRA FARE REQUIRED,1,142,601086
EAST - 143 BEACH EXPRESS TOWARDS NEVILLE PARK - EXTRA FARE REQUIRED,0,143,601087
WEST - 143 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,1,143,601089
WEST - 143 BEACH EXPRESS TOWARDS NEVILLE PARK - EXTRA FARE REQUIRED,1,143,601091
SOUTH - 144 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,144,601094
SOUTH - 144 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,144,601093
NORTH - 144S DON VALLEY EXPRESS SHORT TURN,1,144,601100
SOUTH - 144 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,144,601092
NORTH - 144 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,1,144,601097
NORTH - 144B DON VALLEY EXPRESS TOWARDS WYNFORD - EXTRA FARE REQUIRED,1,144,601098
NORTH - 144 DON VALLEY EXPRESS TOWARDS WYNFORD AND YORK MILLS - EXTRA FARE REQUIRED,1,144,601096
SOUTH - 144 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,144,601095
WEST - 145B HUMBER BAY EXPRESS TOWARDS KIPLING - EXTRA FARE REQUIRED,1,145,601108
WEST - 145S HUMBER BAY EXPRESS SHORT TURN - EXTRA FARE REQUIRED,1,145,601106
WEST - 145S HUMBER BAY EXPRESS SHORT TURN - EXTRA FARE REQUIRED,1,145,611301
WEST - 145A HUMBER BAY EXPRESS TOWARDS PARK LAWN - EXTRA FARE REQUIRED,1,145,601105
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,145,601102
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,145,611297
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,145,611296
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,145,611300
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,145,611299
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,145,611298
EAST - 145 DOWNTOWN EXPRESS - EXTRA FARE REQUIRED,0,145,601104
NORTH - 160 BATHURST NORTH TOWARDS CENTRE STREET EXTRA FARE REQUIRED NORTH OF STEELES,1,160,601125
NORTH - 160 BATHURST NORTH TOWARDS CENTRE STREET EXTRA FARE REQUIRED NORTH OF STEELES,1,160,601122
NORTH - 160 BATHURST NORTH TOWARDS CENTRE STREET EXTRA FARE REQUIRED NORTH OF STEELES,1,160,601119
SOUTH - 160 BATHURST NORTH TOWARDS WILSON STATION EXTRA FARE REQUIRED NORTH OF STEELES,0,160,601116
EAST - 161 ROGERS RD TOWARDS OSSINGTON STATION,0,161,601126
EAST - 161 ROGERS RD TOWARDS JANE,0,161,601127
WEST - 161 ROGERS RD TOWARDS JANE,1,161,601128
