Report Date,Route,Time,Day,Location,Incident,Delay,Gap,Direction,Vehicle
01-Nov-19,511,12:17:00 AM,Friday,Bathurst Station,Mechanical,8,16,S/B,4021
01-Nov-19,511,1:36:00 AM,Friday,Bathurst and Dundas,Mechanical,8,16,N/B,4110
01-Nov-19,310,4:53:00 AM,Friday,Spadina Station,Investigation,10,20,S/B,4519
01-Nov-19,506,5:41:00 AM,Friday,church/carlton,Overhead - Pantograph,9,17,W/B,4547
01-Nov-19,504,6:08:00 AM,Friday,Distilery Loop,Held By,6,14,W/B,4511
01-Nov-19,501,6:09:00 AM,Friday,Leslie and Queen,Held By,7,15,E/B,4466
01-Nov-19,512,6:09:00 AM,Friday,Bathurst and St Clair,Held By,6,9,E/B,4577
01-Nov-19,512,6:15:00 AM,Friday,Bathurst and St Clair,Held By,2,6,E/B,4584
01-Nov-19,504,6:27:00 AM,Friday,Broadview and Queen,Held By,6,12,W/B,4466
01-Nov-19,509,6:41:00 AM,Friday,Cne Loop,Mechanical,5,10,E/B,4432
01-Nov-19,506,7:38:00 AM,Friday,college/clinton,Investigation,5,10,E/B,7924
01-Nov-19,505,8:01:00 AM,Friday,Spadina/Dundas,Mechanical,4,8,E/B,1028
01-Nov-19,505,8:04:00 AM,Friday,Dundas west station,Emergency Services,4,8,E/B,3151
01-Nov-19,510,11:40:00 AM,Friday,Queens Quay Loop,Emergency Services,9,19,S/B,4524
01-Nov-19,504,12:26:00 PM,Friday,King and Spadina Avenue,Mechanical,13,17,W/B,4422
01-Nov-19,504,12:56:00 PM,Friday,King and Dufferin Street,Mechanical,4,8,W/B,4445
01-Nov-19,504,2:12:00 PM,Friday,Queen and Broadview Av.,Mechanical,4,8,E/B,4546
01-Nov-19,511,2:26:00 PM,Friday,Exhibition Loop,Mechanical,6,12,N/B,4024
01-Nov-19,505,2:30:00 PM,Friday,Broadview and Dundas,General Delay,16,20,E/B,3108
01-Nov-19,504,2:39:00 PM,Friday,King and York St.,Emergency Services,4,8,E/B,4566
01-Nov-19,511,4:16:00 PM,Friday,Bathurst/College,General Delay,10,16,S/B,4110
01-Nov-19,508,6:14:00 PM,Friday,Queensway and Colborne Lodge,Mechanical,1,2,W/B,4561
01-Nov-19,501,6:34:00 PM,Friday,Queen and Connought,Mechanical,6,12,W/B,8370
01-Nov-19,501,7:43:00 PM,Friday,Queen and Crawford,Investigation,149,157,B/W,4434
01-Nov-19,506,7:52:00 PM,Friday,High Park Loop,Mechanical,6,12,E/B,4184
01-Nov-19,504,7:59:00 PM,Friday,King and Bay Street,Emergency Services,13,18,W/B,4498
01-Nov-19,501,9:24:00 PM,Friday,w/b Trailer track Russell Yard,Investigation,8,16,E/B,4536
01-Nov-19,506,11:58:00 PM,Friday,College and Church,Held By,16,22,E/B,4521
02-Nov-19,301,1:41:00 AM,Saturday,Russell Yard W/B trailer track,Investigation,10,20,W/B,4496
02-Nov-19,301,3:54:00 AM,Saturday,Longbranch Loop,Mechanical,15,30,E/B,4536
02-Nov-19,501,5:26:00 AM,Saturday,Queen/Yonge,Mechanical,15,30,W/B,1639
02-Nov-19,501,6:41:00 AM,Saturday,Queen/Victoria,Held By,39,48,E/B,4454
02-Nov-19,501,7:23:00 AM,Saturday,Queen/Church,Investigation,9,18,E/B,4422
02-Nov-19,504,7:52:00 AM,Saturday,King/Shaw,Utilized Off Route,10,20,W/B,4481
02-Nov-19,506,8:33:00 AM,Saturday,coxwell/queen,Investigation,7,14,E/B,4178
02-Nov-19,504,9:21:00 AM,Saturday,King/Dufferin,Mechanical,10,20,W/B,4571
02-Nov-19,506,9:28:00 AM,Saturday,roncy/howardpark,Held By,16,24,W/B,4170
02-Nov-19,505,12:06:00 PM,Saturday,Ossington and Bathurst,Mechanical,4,8,E/B,8962
02-Nov-19,505,12:14:00 PM,Saturday,Dundas West Station,Mechanical,4,8,E/B,8541
02-Nov-19,501,1:13:00 PM,Saturday,Parklawn,Held By,18,28,B/W,4455
02-Nov-19,501,1:40:00 PM,Saturday,Church,Investigation,7,14,E/B,4434
02-Nov-19,505,1:44:00 PM,Saturday,Broadview Station,Emergency Services,4,8,W/B,1007
02-Nov-19,505,1:50:00 PM,Saturday,Broadview Station,Mechanical,4,8,W/B,9227
02-Nov-19,505,2:20:00 PM,Saturday,Broadview Station to Dundas West,General Delay,1,1,B/W,1007
02-Nov-19,505,3:54:00 PM,Saturday,Dufferin and Dundas,Investigation,4,8,W/B,1108
02-Nov-19,501,3:58:00 PM,Saturday,Elmer Street,Investigation,5,10,W/B,8393
02-Nov-19,506,7:18:00 PM,Saturday,Gerrard and Carlaw,Investigation,8,12,E/B,4554
02-Nov-19,501,8:09:00 PM,Saturday,Queen and York Street,Mechanical,7,14,W/B,8376
02-Nov-19,505,9:46:00 PM,Saturday,Dundas street,General Delay,9,18,B/W,3114
02-Nov-19,511,9:47:00 PM,Saturday,Bathurst street,General Delay,8,16,B/W,4431
02-Nov-19,510,10:33:00 PM,Saturday,Spadina Station,Mechanical,10,20,S/B,4449
02-Nov-19,501,10:33:00 PM,Saturday,Bathurst and Queen,Emergency Services,10,20,W/B,4461
03-Nov-19,504,1:00:00 AM,Sunday,King and Sumach,Emergency Services,10,20,S/B,4510
03-Nov-19,301,1:28:00 AM,Sunday,Connaught Ave,Emergency Services,1,1,E/B,4481
03-Nov-19,504,8:11:00 AM,Sunday,King and Sherboune,Mechanical,9,18,E/B,4559
03-Nov-19,510,9:24:00 AM,Sunday,King And Spadina,Mechanical,10,19,N/B,4435
03-Nov-19,506,9:50:00 AM,Sunday,gerrard/carlaw,Investigation,19,29,E/B,4493
03-Nov-19,501,10:37:00 AM,Sunday,Dundas/Broadview,Investigation,21,30,E/B,4556
03-Nov-19,506,10:46:00 AM,Sunday,gerrard/coxwell,Mechanical,8,16,W/B,4110
03-Nov-19,511,11:38:00 AM,Sunday,Fleet and Manitoba,Held By,10,17,N/B,4563
03-Nov-19,510,12:14:00 PM,Sunday,King and Spadina,Held By,5,12,N/B,4517
03-Nov-19,501,12:41:00 PM,Sunday,Tecumseth,Held By,25,17,E/B,4412
03-Nov-19,501,1:41:00 PM,Sunday,University,Held By,31,38,W/B,4412
03-Nov-19,505,2:16:00 PM,Sunday,Dundas West Stn to Broadview Stn,General Delay,10,5,B/W,1028
03-Nov-19,501,5:17:00 PM,Sunday,Neville Park Loop,Investigation,5,10,W/B,8207
03-Nov-19,501,6:54:00 PM,Sunday,Bay Street,Held By,8,15,W/B,4448
03-Nov-19,509,7:50:00 PM,Sunday,Queens Quay and Reese,Investigation,10,20,W/B,4474
03-Nov-19,506,9:48:00 PM,Sunday,Dundas and Sauroran,Mechanical,22,32,W/B,4123
04-Nov-19,511,5:12:00 AM,Monday,Queen St E at Connaught,Held By,4,9,W/B,4179
04-Nov-19,501,5:36:00 AM,Monday,Neville loop,Emergency Services,8,17,W/B,8358
04-Nov-19,306,5:56:00 AM,Monday,College and Ossington,Investigation,1,2,E/B,4451
04-Nov-19,506,10:17:00 AM,Monday,Queensway and Kipling,Utilized Off Route,1,2,E/B,8095
04-Nov-19,501,10:19:00 AM,Monday,Queen and Ossington,Mechanical,7,14,E/B,4563
04-Nov-19,505,10:47:00 AM,Monday,Dundas and grace,Mechanical,4,8,W/B,8496
04-Nov-19,506,12:45:00 PM,Monday,Gerrard and Coxwell,Mechanical,8,16,E/B,4170
04-Nov-19,506,3:00:00 PM,Monday,Russell Carhouse,Late Leaving Garage,1,9,W/B,4184
04-Nov-19,505,3:39:00 PM,Monday,Dundas and Bathurst,General Delay,21,25,W/B,1590
04-Nov-19,501,4:56:00 PM,Monday,River / King,Emergency Services,14,21,E/B,8208
04-Nov-19,504,4:56:00 PM,Monday,Distillery Loop,Mechanical,13,17,N/B,4461
04-Nov-19,506,5:07:00 PM,Monday,Main Station,Mechanical,8,17,W/B,4040
04-Nov-19,501,6:43:00 PM,Monday,Noble / Queen,Investigation,14,21,W/B,4509
04-Nov-19,506,8:45:00 PM,Monday,College and Ossington,Utilized Off Route,5,13,E/B,4574
04-Nov-19,512,8:49:00 PM,Monday,St. Clair and Spadina,Investigation,7,15,E/B,4516
04-Nov-19,512,8:50:00 PM,Monday,St. Clair and Vaughan,Mechanical,7,15,E/B,4511
04-Nov-19,510,9:13:00 PM,Monday,Spadina and Queen,Mechanical,5,10,S/B,4521
04-Nov-19,506,9:58:00 PM,Monday,Dundas and Sauroren,Utilized Off Route,12,22,W/B,4123
05-Nov-19,511,12:41:00 AM,Tuesday,Exhibition,Emergency Services,8,16,E/B,4164
05-Nov-19,805,12:55:00 AM,Tuesday,Connaught and Queen,Mechanical,1,1,W/B,4074
05-Nov-19,509,6:24:00 AM,Tuesday,Bathurst and Fleet,Held By,0,0,W/B,4524
05-Nov-19,501,6:25:00 AM,Tuesday,Queen St. E and Leslie,Held By,0,0,E/B,4523
05-Nov-19,504,6:27:00 AM,Tuesday,Queen St. E at Broadview,Mechanical,2,7,W/B,4581
05-Nov-19,504,6:30:00 AM,Tuesday,Queen St. E and Broadview,Mechanical,2,8,W/B,4432
05-Nov-19,504,7:11:00 AM,Tuesday,Roncesvalles and King,Mechanical,1,1,E/B,4483
05-Nov-19,506,8:00:00 AM,Tuesday,Connaught and Queen,Mechanical,1,2,N/B,4042
05-Nov-19,506,8:15:00 AM,Tuesday,Howard Park and Roncesvalles,General Delay,11,8,E/B,4547
05-Nov-19,504,8:46:00 AM,Tuesday,King and Bay,Investigation,5,10,E/B,4580
05-Nov-19,505,9:04:00 AM,Tuesday,Dundas and lansdowne,General Delay,17,21,B/W,1064
05-Nov-19,506,11:00:00 AM,Tuesday,Carlton and Gerrard,General Delay,9,8,B/W,4534
05-Nov-19,503,12:10:00 PM,Tuesday,King and york,Emergency Services,10,20,N/B,8953
05-Nov-19,501,12:13:00 PM,Tuesday,Humber loop,Mechanical,14,21,E/B,4542
05-Nov-19,505,12:48:00 PM,Tuesday,Broadview station,Mechanical,4,8,W/B,1094
05-Nov-19,510,12:48:00 PM,Tuesday,Spadina and Sullivan,Emergency Services,21,26,S/B,4473
05-Nov-19,501,1:45:00 PM,Tuesday,Parklawn / Lakeshore,Held By,46,53,W/B,4476
05-Nov-19,504,2:07:00 PM,Tuesday,King and Sherbourne,Investigation,6,12,W/B,4527
05-Nov-19,512,3:01:00 PM,Tuesday,St. Clair and Vaughan,Held By,12,17,E/B,4461
05-Nov-19,506,3:17:00 PM,Tuesday,Churche and Carlton,Held By,12,20,E/B,4431
05-Nov-19,505,3:21:00 PM,Tuesday,Dundas and Bathurst,General Delay,20,24,W/B,3129
05-Nov-19,506,3:58:00 PM,Tuesday,Church and Carlton,General Delay,12,20,E/B,4526
05-Nov-19,504,4:56:00 PM,Tuesday,King and Spadina,Investigation,22,28,E/B,4527
05-Nov-19,510,6:51:00 PM,Tuesday,Spadina and QueensQuay,Utilized Off Route,5,10,N/B,4528
05-Nov-19,501,8:59:00 PM,Tuesday,Neville park,Mechanical,7,14,E/B,8142
05-Nov-19,506,9:56:00 PM,Tuesday,Coxwell and Gerrard,Mechanical,0,0,E/B,4193
05-Nov-19,506,10:02:00 PM,Tuesday,Ontario and Carlton,Mechanical,10,19,E/B,4463
05-Nov-19,509,10:07:00 PM,Tuesday,Union station,Mechanical,9,18,W/B,4469
05-Nov-19,509,10:44:00 PM,Tuesday,CNE Loop,Mechanical,0,0,E/B,4462
06-Nov-19,304,3:22:00 AM,Wednesday,Dundas West Station,Emergency Services,10,25,E/B,4580
06-Nov-19,501,6:37:00 AM,Wednesday,Queen & Dunn,Held By,23,31,E/B,4418
06-Nov-19,505,6:50:00 AM,Wednesday,Broadview station,Mechanical,4,8,W/B,8580
06-Nov-19,501,7:05:00 AM,Wednesday,Russel Yard,Mechanical,6,12,W/B,4506
06-Nov-19,505,7:09:00 AM,Wednesday,DUNDAS WEST STATION,Mechanical,4,8,W/B,8593
06-Nov-19,512,7:12:00 AM,Wednesday,St Clair/Bathurst,Mechanical,4,8,W/B,4432
06-Nov-19,506,7:26:00 AM,Wednesday,College and Grace,Emergency Services,14,22,W/B,4491
06-Nov-19,501,7:55:00 AM,Wednesday,Queensway & Roncesvalles,Mechanical,0,8,E/B,7919
06-Nov-19,511,8:07:00 AM,Wednesday,CNE LOOP,Investigation,5,10,S/B,4179
06-Nov-19,505,9:06:00 AM,Wednesday,Broadview and Dundas,Investigation,4,8,W/B,8465
06-Nov-19,511,9:49:00 AM,Wednesday,Bathurst and king,Mechanical,7,14,S/B,4057
06-Nov-19,506,11:02:00 AM,Wednesday,Main and Danforth,Held By,11,19,E/B,4526
06-Nov-19,506,11:28:00 AM,Wednesday,Carlton and Church,Held By,37,45,B/W,4091
06-Nov-19,505,11:43:00 AM,Wednesday,Dundas and Sherbourne,Utilized Off Route,4,8,E/B,9217
06-Nov-19,705,12:12:00 PM,Wednesday,Bathurst and Nina,Investigation,0,0,S/B,4497
06-Nov-19,511,1:31:00 PM,Wednesday,CNE Loop,Mechanical,6,12,N/B,4040
06-Nov-19,505,1:40:00 PM,Wednesday,Dundas and Ossington,General Delay,21,24,E/B,1012
06-Nov-19,506,5:30:00 PM,Wednesday,College and Church,General Delay,10,18,E/B,4554
06-Nov-19,501,7:28:00 PM,Wednesday,Parliament / Queen,Mechanical,14,21,W/B,4504
06-Nov-19,506,7:43:00 PM,Wednesday,College and University,Held By,26,34,W/B,4557
06-Nov-19,503,8:06:00 PM,Wednesday,Kingston Rd and Woodbine,Utilized Off Route,7,14,E/B,3112
06-Nov-19,511,8:32:00 PM,Wednesday,CNE Loop,Mechanical,7,14,N/B,4071
07-Nov-19,505,7:40:00 AM,Thursday,Broadview Station,Utilized Off Route,4,8,W/B,8578
07-Nov-19,505,7:40:00 AM,Thursday,Broadview Station,Utilized Off Route,4,8,W/B,8958
07-Nov-19,504,7:51:00 AM,Thursday,Broadview and Queen,Utilized Off Route,6,12,W/B,4430
07-Nov-19,501,7:56:00 AM,Thursday,Queen and Connaught,Utilized Off Route,6,12,W/B,4510
07-Nov-19,506,8:15:00 AM,Thursday,Queen and Connaught,Utilized Off Route,7,14,W/B,4488
07-Nov-19,505,8:48:00 AM,Thursday,Dundas and Spadina,General Delay,21,25,W/B,8590
07-Nov-19,506,8:52:00 AM,Thursday,Main Station,General Delay,13,8,W/B,4170
07-Nov-19,503,10:22:00 AM,Thursday,Kingston Rd and Queen Street,Mechanical,10,20,W/B,9231
07-Nov-19,505,12:50:00 PM,Thursday,Dundas and Dovercourt,Mechanical,4,8,W/B,1016
07-Nov-19,501,1:28:00 PM,Thursday,Queen / Carlaw,Mechanical,14,21,E/B,4409
07-Nov-19,805,1:31:00 PM,Thursday,College and McCaul,Overhead - Pantograph,1,2,E/B,4448
07-Nov-19,506,1:37:00 PM,Thursday,College and McCaul,Diversion,9,17,E/B,4476
07-Nov-19,503,2:58:00 PM,Thursday,Bingham Loop,Mechanical,10,20,W/B,9200
07-Nov-19,503,3:32:00 PM,Thursday,Bingham Loop,Mechanical,7,14,W/B,8484
07-Nov-19,512,3:48:00 PM,Thursday,st.clair and vaughan rd,Mechanical,5,9,W/B,4584
07-Nov-19,508,4:05:00 PM,Thursday,King and Jameson,Mechanical,20,40,E/B,4525
07-Nov-19,505,4:24:00 PM,Thursday,Dundas and Dovercourt,Investigation,4,8,W/B,1127
07-Nov-19,505,4:45:00 PM,Thursday,Broadview Stn.,Mechanical,4,8,W/B,1262
07-Nov-19,504,5:31:00 PM,Thursday,King and Techumseh,Held By,16,22,E/B,4481
07-Nov-19,504,5:38:00 PM,Thursday,King and Yonge,Investigation,6,12,E/B,4566
07-Nov-19,501,9:23:00 PM,Thursday,Roncesvalles Queen,Mechanical,7,14,W/B,4431
08-Nov-19,509,1:01:00 AM,Friday,CNE loop,Mechanical,9,18,E/B,4431
08-Nov-19,512,1:40:00 AM,Friday,St.Clair Station,Mechanical,8,16,W/B,4410
08-Nov-19,512,3:23:00 AM,Friday,Degrassi  Queen St East,Investigation,1,1,E/B,4431
08-Nov-19,501,3:38:00 AM,Friday,Spadina Queen,Investigation,15,30,S/B,4544
08-Nov-19,509,6:00:00 AM,Friday,CNE LOOP,Mechanical,10,20,E/B,4504
08-Nov-19,504,6:39:00 AM,Friday,LESLIE/QUEEN,Mechanical,5,10,W/B,4498
08-Nov-19,509,7:46:00 AM,Friday,cne loop,Mechanical,6,12,E/B,4416
08-Nov-19,501,8:07:00 AM,Friday,Coxwell & Queen,Mechanical,6,0,W/B,8800
08-Nov-19,503,8:12:00 AM,Friday,Bingham loop,Mechanical,7,14,E/B,8482
08-Nov-19,501,10:16:00 AM,Friday,Queen & Palerston,Held By,80,88,E/B,4524
08-Nov-19,505,10:42:00 AM,Friday,Dundas west station,Utilized Off Route,4,8,E/B,1015
08-Nov-19,503,10:45:00 AM,Friday,King and York,Utilized Off Route,10,20,W/B,8584
08-Nov-19,512,11:19:00 AM,Friday,St. Clair West Station,Investigation,5,11,E/B,4558
08-Nov-19,503,11:31:00 AM,Friday,King and York,Utilized Off Route,10,20,W/B,3149
08-Nov-19,505,11:31:00 AM,Friday,Dundas west station,General Delay,33,37,E/B,9205
08-Nov-19,504,11:46:00 AM,Friday,KING/UNIVERSITY,Emergency Services,10,18,WB,4431
08-Nov-19,501,12:12:00 PM,Friday,Humber Loop,Overhead - Pantograph,1,1,E/B,4533
08-Nov-19,501,4:28:00 PM,Friday,Humber Loop,Mechanical,14,21,E/B,4528
08-Nov-19,505,5:28:00 PM,Friday,Dundas and Sherbourne,Investigation,4,8,E/B,1087
08-Nov-19,512,5:52:00 PM,Friday,St. Clair and Winona,Emergency Services,12,18,E/B,4424
08-Nov-19,505,10:01:00 PM,Friday,Broadview Station,Mechanical,8,16,E/B,1502
08-Nov-19,504,10:02:00 PM,Friday,King and Sherbourne,Investigation,8,16,E/B,4429
08-Nov-19,504,10:45:00 PM,Friday,Queen/Church,Investigation,10,20,E/B,4494
09-Nov-19,501,1:40:00 AM,Saturday,Queen and Greenwood,Investigation,10,20,E/B,8386
09-Nov-19,501,1:44:00 AM,Saturday,Longbranch Loop,Mechanical,5,10,E/B,4548
09-Nov-19,510,2:31:00 AM,Saturday,King and Spadina,Mechanical,15,30,S/B,4507
09-Nov-19,501,3:40:00 AM,Saturday,Augusta/Queen,Investigation,11,21,W/B,4459
09-Nov-19,501,6:11:00 AM,Saturday,Neville Loop,Investigation,5,10,E/B,1334
09-Nov-19,505,6:29:00 AM,Saturday,Dundas West Stn.,Mechanical,9,19,E/B,1416
09-Nov-19,510,8:07:00 AM,Saturday,Spadina and King,Mechanical,10,20,N/B,4533
09-Nov-19,510,8:30:00 AM,Saturday,Charlotte Loop,Mechanical,4,8,S/B,4481
09-Nov-19,511,8:45:00 AM,Saturday,King and Bathurst,Held By,4,11,S/B,4500
09-Nov-19,512,11:31:00 AM,Saturday,Queensway/Roncesvalles,Held By,8,16,W/B,4422
09-Nov-19,509,11:44:00 AM,Saturday,Bathurst and Fleet,Held By,3,0,W/B,4440
09-Nov-19,504,12:11:00 PM,Saturday,Distillary loop,Mechanical,1,1,WB,4465
09-Nov-19,501,12:22:00 PM,Saturday,Glen Manor,Investigation,8,16,E/B,1285
09-Nov-19,506,12:55:00 PM,Saturday,higpark loop,Mechanical,5,10,E/B,4081
09-Nov-19,501,1:38:00 PM,Saturday,Neville Loop,Mechanical,8,16,W/B,8114
09-Nov-19,501,1:44:00 PM,Saturday,Dufferin,Mechanical,8,16,W/B,3310
09-Nov-19,505,2:26:00 PM,Saturday,Broadview Station,Mechanical,4,8,W/B,1016
09-Nov-19,506,3:34:00 PM,Saturday,College and Dufferin,Held By,13,21,E/B,4187
09-Nov-19,504,3:38:00 PM,Saturday,Broadview station,Mechanical,6,12,sb,4523
09-Nov-19,504,3:53:00 PM,Saturday,King/Jefferson,General Delay,12,18,B/W,4448
09-Nov-19,512,4:21:00 PM,Saturday,St. Clair STN,Mechanical,4,8,W/B,4498
09-Nov-19,705,4:56:00 PM,Saturday,Bathurst STN,Mechanical,6,12,S/B,4498
09-Nov-19,512,6:02:00 PM,Saturday,St. Clair STN,Held By,4,8,W/B,4477
09-Nov-19,506,8:54:00 PM,Saturday,Dundas and Sauroren,Mechanical,8,16,E/B,4165
09-Nov-19,510,8:57:00 PM,Saturday,Spadina Station,Mechanical,5,10,S/B,4565
09-Nov-19,505,9:33:00 PM,Saturday,Broadview Station,Mechanical,6,12,E/B,1066
09-Nov-19,506,10:51:00 PM,Saturday,College and Dovercourt,Held By,19,29,E/B,4071
10-Nov-19,505,1:07:00 AM,Sunday,Dundas and Roncesvalles,Investigation,5,11,W/B,1006
10-Nov-19,511,1:26:00 AM,Sunday,CNE Loop,Mechanical,1,1,S/B,4491
10-Nov-19,501,2:00:00 AM,Sunday,Longbranch Loop,Mechanical,10,20,W/B,4538
10-Nov-19,304,5:35:00 AM,Sunday,Leslie/Queen,Investigation,1,1,sb,4564
10-Nov-19,501,6:45:00 AM,Sunday,Queen/Connaught,Held By,10,20,W/B,4479
10-Nov-19,505,8:44:00 AM,Sunday,Broadview Stn.,Mechanical,6,12,E/B,1082
10-Nov-19,509,9:53:00 AM,Sunday,King and Jarvis,Mechanical,1,1,W/B,4456
10-Nov-19,506,10:19:00 AM,Sunday,Coxwell and Gerrard,Mechanical,5,9,E/B,4048
10-Nov-19,506,1:17:00 PM,Sunday,Coxwell & Gerrard,Mechanical,8,16,W/B,4100
10-Nov-19,512,5:26:00 PM,Sunday,St. Clair and Christie,Mechanical,5,10,W/B,4556
10-Nov-19,510,6:28:00 PM,Sunday,Spadina and Nassau,Investigation,26,30,N/B,4573
10-Nov-19,505,10:38:00 PM,Sunday,Broadview station,Mechanical,1,1,W/B,1082
10-Nov-19,504,11:01:00 PM,Sunday,King and Bay,Investigation,20,30,E/B,4554
11-Nov-19,506,12:20:00 AM,Monday,College and Lansdown,Mechanical,10,20,E/B,4040
11-Nov-19,511,12:34:00 AM,Monday,Bathurst and Ulster,Held By,36,44,S/B,4155
11-Nov-19,511,1:30:00 AM,Monday,Fleet loop,Emergency Services,7,14,N/B,4155
11-Nov-19,501,4:51:00 AM,Monday,Rocesvalles Yard,Late Leaving Garage,3,10,W/B,4472
11-Nov-19,506,5:06:00 AM,Monday,Queen St E at Connaught,Mechanical,10,17,E/B,4057
11-Nov-19,511,5:12:00 AM,Monday,Queen St E at Connaught,Held By,4,12,W/B,4184
11-Nov-19,512,5:39:00 AM,Monday,St Clair/Bathurst,Mechanical,6,10,W/B,4432
11-Nov-19,503,6:30:00 AM,Monday,Bingham loop,Mechanical,7,14,W/B,8950
11-Nov-19,501,6:52:00 AM,Monday,Roncesvalles Yard,Late Leaving Garage,7,13,W/B,4461
11-Nov-19,501,9:00:00 AM,Monday,Queen & Bay,Diversion,186,193,B/W,4428
11-Nov-19,501,11:08:00 AM,Monday,Queen and Waverly,Held By,26,32,B/W,1344
11-Nov-19,501,11:29:00 AM,Monday,Spadina & King,Investigation,5,12,E/B,4479
11-Nov-19,512,1:30:00 PM,Monday,Bathurst and St Claire,Late Leaving Garage,5,9,W/B,4536
11-Nov-19,505,3:00:00 PM,Monday,DUNDAS & BAY,General Delay,21,25,E/B,1378
11-Nov-19,510,3:12:00 PM,Monday,Queens Quay and Spadina,Investigation,5,10,E/B,4534
11-Nov-19,504,3:22:00 PM,Monday,Queen and Broadview,Late Leaving Garage,6,12,W/B,4425
11-Nov-19,503,5:18:00 PM,Monday,Queen & Carlaw,Mechanical,6,12,E/B,9239
11-Nov-19,512,7:17:00 PM,Monday,St. Clair West Station,Mechanical,91,96,E/B,4492
11-Nov-19,512,7:17:00 PM,Monday,St. Clair West Station,Held By,91,96,E/B,4557
11-Nov-19,506,7:42:00 PM,Monday,Gerrard and Coxwell,Mechanical,9,17,E/B,4021
11-Nov-19,510,7:46:00 PM,Monday,Spadina and Sussex,Mechanical,84,94,N/B,4970
11-Nov-19,505,8:27:00 PM,Monday,Dundas west STN,Utilized Off Route,7,14,E/B,9205
11-Nov-19,506,9:27:00 PM,Monday,Main Station,Held By,14,23,W/B,4548
11-Nov-19,506,10:37:00 PM,Monday,Main Station,Mechanical,5,14,W/B,4499
11-Nov-19,501,11:31:00 PM,Monday,Roncesvalles and Queen,Investigation,7,14,W/B,4513
12-Nov-19,510,12:14:00 AM,Tuesday,Spadina station,Emergency Services,9,18,N/B,4526
12-Nov-19,306,1:07:00 AM,Tuesday,Queen and Parliament,Mechanical,26,35,S/B,4447
12-Nov-19,501,1:11:00 AM,Tuesday,Coxwell and Queen,Emergency Services,10,20,E/B,8379
12-Nov-19,512,5:26:00 AM,Tuesday,St clair/Bathurst,Mechanical,7,14,W/B,4492
12-Nov-19,504,5:28:00 AM,Tuesday,King/Spadina,Utilized Off Route,8,16,W/B,4554
12-Nov-19,301,5:47:00 AM,Tuesday,Queen and Ossington,Held By,119,135,W/B,4456
12-Nov-19,504,6:00:00 AM,Tuesday,King and Yonge,General Delay,10,16,W/B,4562
12-Nov-19,512,6:01:00 AM,Tuesday,Bathurst and St. Clair,Mechanical,0,0,E/B,4501
12-Nov-19,512,6:01:00 AM,Tuesday,Bathurst and St.Clair,Held By,0,0,W/B,4469
12-Nov-19,512,6:07:00 AM,Tuesday,Bathurst and St. Clair,Mechanical,15,8,W/B,4432
12-Nov-19,504,6:08:00 AM,Tuesday,Distillary Loop,Held By,8,16,W/B,4505
12-Nov-19,501,6:09:00 AM,Tuesday,Queen St. E and Leslie,Held By,7,15,E/B,4427
12-Nov-19,512,6:09:00 AM,Tuesday,Bathurst and St. Clair,Held By,6,8,E/B,4481
12-Nov-19,512,6:15:00 AM,Tuesday,Bathurst and St. Clair,Held By,2,8,E/B,4557
12-Nov-19,805,6:19:00 AM,Tuesday,Broadview and Queen,Mechanical,1,2,S/B,4589
12-Nov-19,503,6:30:00 AM,Tuesday,Danforth and main,Mechanical,6,12,W/B,8537
12-Nov-19,503,6:35:00 AM,Tuesday,Birchmount garage,Mechanical,6,12,,8547
12-Nov-19,505,6:39:00 AM,Tuesday,Dundas and chestnut,Mechanical,4,8,W/B,1016
12-Nov-19,511,6:55:00 AM,Tuesday,Bathurst station,Held By,99,105,N/B,4193
12-Nov-19,512,6:56:00 AM,Tuesday,St clair/Bathurst,Mechanical,3,6,E/B,4501
12-Nov-19,504,6:58:00 AM,Tuesday,Distillary Loop,Mechanical,6,11,W/B,4492
12-Nov-19,505,7:25:00 AM,Tuesday,Mt. Dennis garage,Utilized Off Route,5,10,E/B,1046
12-Nov-19,504,7:28:00 AM,Tuesday,Roncesvalles & The Queensway,Held By,24,29,E/B,4552
12-Nov-19,505,7:32:00 AM,Tuesday,Broadview station,Utilized Off Route,5,10,W/B,8665
12-Nov-19,504,7:37:00 AM,Tuesday,King and Techumseth,Investigation,6,11,E/B,4474
12-Nov-19,504,7:45:00 AM,Tuesday,Roncesvalles & The Queenway,Held By,26,31,E/B,4542
12-Nov-19,511,7:45:00 AM,Tuesday,College and spadina,Investigation,5,10,E/B,4124
12-Nov-19,506,8:19:00 AM,Tuesday,Parliament and Gerrard,Held By,47,54,E/B,4476
12-Nov-19,505,8:39:00 AM,Tuesday,Dundas west station,General Delay,24,29,B/W,3119
12-Nov-19,501,8:57:00 AM,Tuesday,Queen and Connaught,Utilized Off Route,7,14,W/B,4427
12-Nov-19,511,10:02:00 AM,Tuesday,Bathust and fleet,General Delay,19,19,B/W,4024
12-Nov-19,506,11:07:00 AM,Tuesday,Main Station,Mechanical,8,16,W/B,4081
12-Nov-19,805,11:08:00 AM,Tuesday,Leslie and Queen,Mechanical,1,2,W/B,4516
12-Nov-19,511,12:01:00 PM,Tuesday,Bathurst Stn,Mechanical,6,12,N/B,4164
12-Nov-19,504,12:09:00 PM,Tuesday,Exhibition Loop,Mechanical,7,15,E/B,4451
